"","GSM3124520","GSM3124521","GSM3124522","GSM3124523","GSM3124524","GSM3124525","GSM3124526","GSM3124527","GSM3124528","GSM3124529","GSM3124530","GSM3124531","GSM3124532","GSM3124533","GSM3124534","GSM3124535","GSM3124536","GSM3124537","GSM3124538","GSM3124539","GSM3124540","GSM3124541","GSM3124542","GSM3124543","GSM3124544","GSM3124545","GSM3124546","GSM3124547","GSM3124548","GSM3124549","GSM3124550","GSM3124551","GSM3124552","GSM3124553","GSM3124554","GSM3124555","GSM3124556","GSM3124557","GSM3124558","GSM3124559"
"hsa-miR-4723-3p",-2.31,-2.744,-3.322,-3.322,-3.322,-2.889,-3.031,-3.322,-3.322,-2.945,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.086,-3.322,-3.322,-3.322,-3.322,-3.322,-3.241,-3.322,-3.322,-3.322,-3.322,-3.283,-3.322,-3.322,-3.182,-3.211,-0.841,-2.82,-2.237,-3.322,-3.079,-3.322,-3.322,-1.436
"hsa-miR-451b",-2.4,-2.036,-2.327,-2.105,-2.428,-2.228,-2.893,-2.584,-1.279,-1.516,-2.268,-2.043,-1.86,-3.322,-0.825,-1.014,0.034,-0.498,-0.061,-0.647,-0.238,-0.362,-0.551,-0.867,-0.53,-0.61,-1.665,-2.657,-1.113,-0.656,-0.923,-1.265,-1.292,-0.912,-0.581,-0.577,-0.713,-1.026,-0.698,-1.615
"hsa-miR-4724-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4724-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4725-5p",-0.447,-0.224,-0.43,-0.636,-1.671,-1.161,-0.822,-0.48,-1.548,-1.193,-1.02,-0.878,-0.686,-0.354,-1.83,-2.318,-1.841,-2.664,-2.407,-2.237,-1.899,-1.881,-1.999,-1.826,-1.949,-2.453,-2.225,-1.97,-1.799,-1.579,-1.178,-0.718,-1.767,-2.003,-2.227,-2.273,-2.201,-1.362,-2.249,-1.313
"hsa-miR-4725-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4726-5p",-0.263,-0.269,-0.234,0.062,-0.211,0.255,0.099,-0.11,-0.983,-0.942,-0.607,-0.076,-0.027,0.6,-1.095,-0.856,-0.171,-1.025,-0.824,-0.909,0.142,0.091,-0.422,-0.735,-1.141,-0.882,-0.949,-0.714,-0.656,-0.604,-0.358,-0.069,1.221,-0.636,-1.098,-0.917,-0.681,-0.25,-0.489,0.789
"hsa-miR-4726-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.079,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4727-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4727-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4728-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-2.979,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.49,-2.689,-2.273,-2.407,-2.197,-2.37,-2.345,-2.348,-2.713,-2.751,-2.518,-2.339,-2.467,-2.774,-2.876,-2.341,-3.322,-3.322,-1.845,-1.549,-2.822,-2.368,-2.147,-3.322,-2.737,-3.322
"hsa-miR-4728-3p",-0.942,-1.199,-2.17,-2.138,-1.569,-0.98,-1.231,-1.496,-2.585,-1.066,-1.985,-1.598,-1.386,-0.885,-2.029,-2.304,-2.713,-2.881,-2.684,-2.699,-2.398,-2.796,-2.719,-2.469,-2.758,-2.323,-2.445,-2.406,-2.359,-2.525,-2.457,-2.533,-1.823,-2.111,-3.322,-2.266,-2.4,-2.974,-2.465,-1.7
"hsa-miR-4729",-3.322,-3.322,-3.322,-3.322,-3.322,-3.268,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.027,-2.2,-3.322,-3.322,-3.322,-2.856,-3.322,-3.322,-3.078,-3.322,-3.164,-3.277,-3.14,-3.311,-3.179,-3.322,-3.322,-2.08,-3.322,-2.687,-2.555,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4730",0.816,1.134,0.559,0.805,-0.13,0.182,0.501,0.112,0.494,0.38,0.448,0.114,0.468,-0.028,0.585,-1.347,-2.521,-0.965,-0.975,-2.008,-1.402,-2.62,-1.332,-1.062,-1.141,-1.312,-1.16,-1.167,-2.561,-1.3,-1.364,-1.01,-2.437,-2.564,-1.884,-1.913,-1.323,-1.201,-1.134,-1.06
"hsa-miR-4731-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4731-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.311,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.304,-3.322,-3.219,-3.322,-3.322,-3.093,-3.322,-1.894
"hsa-miR-4732-5p",-3.322,-3.322,-3.322,-3.276,-2.692,-2.705,-3.168,-3.322,-1.927,-2.075,-2.894,-3.322,-2.965,-3.322,-2.446,-3.016,-0.549,-1.873,-2.343,-1.779,-2,-2.897,-2.345,-2.816,-2.915,-3.287,-2.748,-2.726,-3.322,-2.961,-3.322,-3.322,-3.322,-2.844,-3.322,-2.369,-2.586,-3.322,-2.464,-3.168
"hsa-miR-4732-3p",1.451,1.437,1.063,0.737,-0.286,0.749,0.724,1.157,0.616,0.824,0.622,1.034,0.801,0.909,0.636,0.579,-0.067,0.431,0.5,0.489,0.026,0.291,0.483,0.658,0.12,0.582,0.779,0.807,0.611,0.79,0.499,0.01,0.065,1.062,0.036,0.162,0.475,0.441,0.335,1.151
"hsa-miR-4733-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4733-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.306,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.804,-2.706,-3.322,-3.322,-2.895,-3.322,-3.322,-2.004
"hsa-miR-4734",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4735-5p",-2.136,-1.999,-2.443,-2.536,-3.043,-2.659,-2.424,-2.755,-1.965,-1.419,-2.136,-2.244,-2.08,-1.86,-2.673,-0.943,-0.381,-0.591,-0.711,-1.269,-0.34,-1.014,-0.528,-0.404,-0.793,-1.126,-0.812,-0.746,-0.937,-0.484,-0.201,-0.067,1.402,-2.925,-0.085,0.066,-1.154,-0.275,-0.635,0.514
"hsa-miR-4735-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4736",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4737",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3064-5p",-1.058,-1.012,-0.515,-0.382,0.261,-0.155,-0.094,1.011,-1.462,-1.364,-0.276,-0.507,-0.161,-0.508,0.37,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3064-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4738-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.063,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4738-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4739",-3.208,-2.764,-3.322,0.229,0.889,-1.356,-2.823,-3.322,-0.205,-3.257,-2.384,-3.322,-2.306,-3.322,-1.056,0.538,-0.191,-0.002,0.832,0.754,-0.516,-0.192,-0.226,-1.712,-0.658,-0.463,-0.605,-0.634,0.053,-0.229,-2.642,-2.568,-3.002,1.394,-0.094,-0.239,-0.031,-1.558,0.786,-1.764
"hsa-miR-4740-5p",-3.322,-3.322,-3.203,-2.943,-3.322,-3.322,-3.302,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.319,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.824,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4740-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.773,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.672
"hsa-miR-4741",-3.322,-3.322,-3.322,-3.322,-3.322,-2.704,-3.322,-3.322,-3.322,-2.611,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4742-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4742-3p",1.813,1.789,1.83,1.428,0.577,1.505,1.558,1.889,1.31,1.843,1.496,1.741,1.725,1.741,1.307,2.482,2.59,2.827,2.308,2.317,2.253,1.687,2.113,2.73,2.311,2.723,2.737,2.819,2.76,2.828,2.517,2.995,3.179,2.63,3.01,2.391,2.762,2.939,2.604,3.117
"hsa-miR-4743-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.715,-3.157,-3.322,-2.832,-3.083,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.214,-3.175,-2.735,-3.322,-3.322,-3.322,-2.789,-2.776,-3.322,-3.322,-3.322,-3.322,-3.261,-3.322
"hsa-miR-4744",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.381,-3.322,-3.235,-3.322,-3.148,-3.322,-3.322,-2.56,-2.642,-3.009,-3.167,-3.322,-3.274,-2.761,-2.664,-2.904,-2.613,-3.322,-1.68,-2.766,-3.103,-2.772,-3.322,-2.982
"hsa-miR-122b-5p",2.62,2.755,2.809,2.697,1.877,2.718,2.617,3.11,1.75,1.202,2.612,2.28,2.299,3.023,1.746,0.257,-0.7,0.492,0.327,0.593,0.117,-1.392,-0.366,0.176,0.125,0.108,0.383,0.492,-1.305,0.225,0.381,1.394,0.505,0.829,-0.079,-0.233,0.492,0.385,0.235,1.816
"hsa-miR-122b-3p",0.167,0.012,0.263,0.296,-0.618,-0.215,-0.163,-0.533,0.054,-0.346,0.015,-0.026,-0.131,-0.183,0.022,-2.326,-2.998,-2.007,-2.163,-2.528,-2.843,-2.542,-2.098,-2.194,-1.986,-2.337,-2.125,-1.941,-2.396,-2.199,-2.116,-2.3,-2.36,-2.682,-2.183,-2.258,-2.324,-1.849,-2.327,-1.973
"hsa-miR-4745-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4745-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4746-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4746-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4747-5p",1.836,1.888,0.992,1.583,2.11,2.892,1.87,0.766,0.678,1.435,1.599,1.953,1.697,2.003,0.35,1.037,0.038,1.257,0.992,1.012,1.189,0.903,0.85,0.893,0.664,0.99,0.835,1.009,0.874,1.185,1.516,1.933,0.832,1.83,-0.977,1.12,1.037,1.606,1.381,3.343
"hsa-miR-4747-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.107,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.95,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.975
"hsa-miR-4748",-3.322,-3.322,-3.322,-3.322,-3.258,-2.596,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.808,-1.453,-0.679,-1.541,-1.29,-1.686,-1.069,-1.718,-2.138,-2.466,-2.225,-2.01,-2.18,-1.913,-2.274,-2.444,-3.322,-3.322,0.394,-0.597,-1.595,-2.357,-1.546,-2.422,-1.856,-3.322
"hsa-miR-4749-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4749-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.113,-2.834,-3.263,-3.322,-3.094,-2.989,-3.289,-3.322,-3.028,-3.322,-3.315,-3.135,-3.108,-3.322,-3.153,-2.857,-2.98,-0.418,-1.736,-1.898,-2.639,-2.648,-2.456,-2.904,-1.211
"hsa-miR-4750-5p",-0.858,-0.456,-0.418,-0.106,-1.667,-1.308,-2.148,-0.7,-0.419,-1.95,-0.771,-1.152,-0.807,-1.157,-0.709,-2.869,-2.791,-2.836,-2.722,-2.581,-1.45,-1.341,-1.907,-2.286,-2.675,-2.15,-2.475,-2.226,-2.426,-2.582,-2.348,-2.161,-2.791,-2.757,-3.322,-3.322,-3.299,-3.085,-2.529,-2.987
"hsa-miR-4751",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4752",-3.131,-2.978,-3.322,-3.322,-2.906,-3.322,-3.322,-2.429,-3.322,-3.322,-3.322,-3.322,-3.246,-3.322,-2.141,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4753-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.162,-3.084,-3.322,-2.618,-2.798,-3.253,-2.883,-3.127,-3.087,-3.261,-2.862,-3.188,-2.951,-2.825,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.083,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4753-3p",-1.247,-1.426,-1.649,-1.9,-0.882,-1.828,-0.627,-0.93,-0.871,-0.859,-0.646,-0.885,-0.5,-0.558,-1.232,0.079,0.388,-0.274,-0.697,-0.165,-0.254,-0.403,-0.411,0.169,-0.15,0.081,-0.068,-0.231,-0.006,-0.202,0.526,0.877,1.914,-0.372,0.751,0.703,0.09,0.704,0.147,1.484
"hsa-miR-371b-5p",-3.153,-3.322,-2.583,-2.449,-3.097,-2.551,-2.104,-2.09,-3.322,-3.322,-2.269,-2.088,-2.785,-1.258,-3.322,-3.322,-0.184,-3.322,-3.073,-3.322,-0.013,0.616,-0.26,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.726,-3.152,-3.322,-3.322,-3.322,-3.322,-3.322,-2.028
"hsa-miR-371b-3p",-2.32,-2.568,-3.322,-3.322,-3.322,-2.322,-3.104,-3.322,-3.322,-3.225,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.987,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.941
"hsa-miR-4754",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4755-5p",-3.176,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.781,-3.322,-3.322,-3.322,-3.322,-3.264,-2.04,-0.752,-2.27,-1.971,-2.27,-1.88,-2.48,-2.267,-2.055,-2.17,-2.32,-2.566,-1.985,-2.025,-1.929,-2.129,-2.501,-0.047,-1.605,-1.072,-1.664,-1.885,-1.703,-2.195,-0.7
"hsa-miR-4755-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-499b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-499b-3p",-3.322,-3.322,-3.131,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4756-5p",-1.843,-2.156,-2.258,-2.575,-2.375,-2.638,-1.514,-1.734,-2.311,-2.21,-1.68,-1.685,-1.964,-1.647,-2.712,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4756-3p",-0.775,-0.492,-0.008,-0.189,0.089,-0.065,1.037,0.273,-0.422,0.096,0.071,0.317,0.041,0.572,-0.8,-1.003,-1.09,-1.444,-0.948,-1.201,-1.242,-1.23,-1.038,-0.756,-1.047,-0.803,-0.945,-0.967,-0.872,-0.786,-0.204,-0.457,0.243,-0.363,-1.378,-1.323,-0.616,-0.226,-0.597,0.679
"hsa-miR-4757-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4757-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4758-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.982,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
