"","GSM4118113","GSM4118114","GSM4118115","GSM4118116","GSM4118117","GSM4118118","GSM4118119","GSM4118120","GSM4118121","GSM4118122","GSM4118123","GSM4118124","GSM4118125","GSM4118126","GSM4118127","GSM4118128","GSM4118129","GSM4118130","GSM4118131","GSM4118132","GSM4118133","GSM4118134","GSM4118135","GSM4118136","GSM4118137","GSM4118138","GSM4118139","GSM4118140","GSM4118141","GSM4118142","GSM4118143","GSM4118144","GSM4118145","GSM4118146","GSM4118147","GSM4118148","GSM4118149","GSM4118150","GSM4118151","GSM4118152","GSM4118153","GSM4118154","GSM4118155","GSM4118156","GSM4118157","GSM4118158","GSM4118159","GSM4118160","GSM4118161","GSM4118162","GSM4118163","GSM4118164","GSM4118165","GSM4118166","GSM4118167","GSM4118168","GSM4118169","GSM4118170","GSM4118171","GSM4118172","GSM4118173","GSM4118174","GSM4118175","GSM4118176","GSM4118177","GSM4118178","GSM4118179","GSM4118180","GSM4118181","GSM4118182","GSM4118183","GSM4118184","GSM4118185","GSM4118186","GSM4118187","GSM4118188","GSM4118189","GSM4118190","GSM4118191","GSM4118192","GSM4118193","GSM4118194","GSM4118195","GSM4118196","GSM4118197","GSM4118198","GSM4118199","GSM4118200","GSM4118201","GSM4118202","GSM4118203","GSM4118204","GSM4118205","GSM4118206","GSM4118207","GSM4118208","GSM4118209","GSM4118210","GSM4118211","GSM4118212","GSM4118213","GSM4118214","GSM4118215","GSM4118216","GSM4118217","GSM4118218","GSM4118219","GSM4118220","GSM4118221","GSM4118222","GSM4118223","GSM4118224","GSM4118225","GSM4118226","GSM4118227","GSM4118228","GSM4118229","GSM4118230","GSM4118231","GSM4118232","GSM4118233","GSM4118234","GSM4118235","GSM4118236","GSM4118237","GSM4118238","GSM4118239","GSM4118240","GSM4118241","GSM4118242","GSM4118243","GSM4118244","GSM4118245","GSM4118246","GSM4118247","GSM4118248","GSM4118249","GSM4118250","GSM4118251","GSM4118252","GSM4118253","GSM4118254","GSM4118255","GSM4118256","GSM4118257","GSM4118258","GSM4118259","GSM4118260","GSM4118261","GSM4118262","GSM4118263","GSM4118264","GSM4118265","GSM4118266","GSM4118267","GSM4118268","GSM4118269","GSM4118270","GSM4118271","GSM4118272","GSM4118273","GSM4118274","GSM4118275","GSM4118276","GSM4118277","GSM4118278","GSM4118279","GSM4118280","GSM4118281","GSM4118282","GSM4118283","GSM4118284","GSM4118285","GSM4118286","GSM4118287","GSM4118288","GSM4118289","GSM4118290","GSM4118291","GSM4118292","GSM4118293","GSM4118294","GSM4118295","GSM4118296","GSM4118297","GSM4118298","GSM4118299","GSM4118300","GSM4118301","GSM4118302","GSM4118303","GSM4118304","GSM4118305","GSM4118306","GSM4118307","GSM4118308","GSM4118309","GSM4118310","GSM4118311","GSM4118312","GSM4118313","GSM4118314","GSM4118315","GSM4118316","GSM4118317","GSM4118318","GSM4118319","GSM4118320","GSM4118321","GSM4118322","GSM4118323","GSM4118324","GSM4118325","GSM4118326","GSM4118327","GSM4118328","GSM4118329","GSM4118330","GSM4118331","GSM4118332","GSM4118333","GSM4118334","GSM4118335","GSM4118336","GSM4118337","GSM4118338","GSM4118339","GSM4118340","GSM4118341","GSM4118342","GSM4118343","GSM4118344","GSM4118345","GSM4118346","GSM4118347"
"hsa-miR-124-5p",1.09929,0.3027,0.89439,1.07663,0.88188,0.56092,1.07202,0.5831,0.57628,0.83683,0.96434,0.97908,0.75353,0.50591,0.52863,0.15986,0.29429,1.22859,0.55249,0.80013,0.82693,0.48768,0.43953,0.50543,0.52219,0.37885,0.92405,0.69584,0.10597,1.19834,0.87566,1.04015,0.30895,2.13093,0.68433,0.70926,0.13935,0.92373,0.41374,1.32515,1.40539,0.41409,0.65394,0.34815,0.87569,0.4227,1.58093,0.86305,0.84819,1.46938,0.59871,1.21407,-0.22143,0.88894,1.81972,0.78861,0.3635,0.73547,1.2217,0.43056,0.69876,0.561,0.56237,0.65936,0.60609,0.18126,1.14041,0.57853,2.37706,1.29681,0.48436,1.04311,0.5062,0.47637,0.5182,0.41568,0.66834,0.32381,0.34636,1.09184,1.30888,1.20452,1.20765,0.57807,1.31554,0.87327,0.3833,0.66341,0.83477,0.6807,0.56136,0.90399,0.97033,0.73111,0.73116,0.47344,0.459,0.71436,0.45565,0.4435,0.16483,0.85948,0.53264,0.65836,0.57914,0.48868,0.28516,0.60829,0.40464,0.93184,0.89966,0.97476,0.70278,0.33752,0.59316,0.34793,1.53194,0.54845,0.09766,0.55729,0.85466,0.4238,0.34693,0.35791,0.79357,0.42474,0.69102,0.04736,-0.02441,0.75118,0.7975,0.50803,0.47028,1.02678,0.06406,0.29103,0.55409,0.59713,1.00498,1.11308,0.72723,0.52793,0.40089,0.78911,0.77465,0.17895,0.22573,0.56987,1.21231,1.67507,0.34053,0.53881,0.58838,0.60435,0.88001,0.65564,0.63164,0.46532,0.49345,0.99456,0.43406,0.13879,0.29895,0.58103,1.22037,0.68141,0.41421,0.31985,0.77753,0.18144,0.26126,1.68668,0.12264,0.54147,0.29644,0.67051,0.20955,0.63383,-0.02478,0.498,0.43403,-0.12585,0.34484,-0.10648,0.41575,0.45741,0.60508,0.46851,0.54065,0.33792,0.10486,-0.04603,0.48605,1.12268,-0.13663,0.47368,0.53411,0.76607,1.09909,0.52524,0.13464,0.44027,0.42661,1.17005,1.09009,0.42576,0.38947,0.78182,-0.35485,-0.16707,0.84633,0.46689,0.13382,1.13283,0.46131,0.34006,0.58249,0.58543,0.97422,0.66175,0.40332,0.73628,1.04434,0.66343,0.41992,0.67631,0.23298,0.70916,0.80265,0.59924,0.29422,0.2557,0.87219,1.56611,0.72781
"hsa-miR-215-3p",0.50314,0.28535,0.6543,0.47895,0.79094,0.55705,0.63889,0.3154,0.69647,0.48172,0.54156,1.02981,0.65534,0.69524,0.80406,0.42439,0.78011,0.484,0.88284,1.24376,1.08372,0.97961,0.37577,1.06039,0.52219,0.30519,1.06048,0.71843,-0.10241,0.56343,0.64246,1.54944,0.60243,1.61282,0.74367,0.73185,0.78244,1.56457,0.69018,0.79684,1.54331,0.18497,0.40748,0.30296,0.81194,0.66659,1.47509,1.26224,1.22676,0.58802,0.79798,1.31213,0.14977,0.60363,1.05812,1.09441,0.41462,0.89288,0.34306,0.47631,0.45316,0.54797,1.01197,1.14628,0.4735,0.96302,1.39306,0.81329,1.81777,0.9822,0.5437,0.70613,0.91962,0.70926,0.60993,0.52123,0.51488,0.16886,0.58595,0.91223,1.0565,0.72489,1.26836,0.82457,1.07692,0.77847,0.49232,0.78447,0.70932,0.74141,0.83342,0.76004,0.96373,0.72451,0.47692,0.86979,0.87675,0.38156,0.41072,0.98235,0.33955,0.59379,0.95886,0.57642,0.88624,0.42558,0.21992,0.32845,0.50162,0.87923,0.56749,0.95741,0.34657,0.81679,0.67992,1.27611,0.61706,0.36783,0.17294,0.53251,0.49745,0.20185,0.42948,0.29415,0.46067,0.34622,0.28318,0.34148,-0.1139,1.39745,0.6301,0.39559,0.65112,0.98185,0.2061,0.24545,0.52665,0.71002,0.94241,0.63811,0.89974,1.46376,0.61229,1.00155,0.56394,0.54021,0.39184,0.39833,1.4037,1.00957,0.25251,0.64874,0.35968,1.4222,0.86379,0.41443,0.75757,0.49079,0.73393,0.51827,0.39039,0.14879,0.39068,0.94994,0.69563,0.58124,0.63243,0.5106,0.84723,0.00744,0.19071,1.01664,0.05229,0.69493,1.01204,1.07332,0.37319,0.83556,-0.00582,0.09461,0.71185,-0.14364,0.6301,0.06982,0.60581,0.51406,0.5065,0.4144,0.74074,0.46794,0.00089,0.14423,0.85457,0.67868,-0.1349,0.73958,0.81587,0.66968,0.69643,0.13366,0.1536,0.32207,0.57735,0.92064,0.61494,0.23173,0.56985,0.51851,-0.50234,-0.32142,1.08667,0.44082,-0.03784,0.86991,0.3618,1.16942,0.94838,0.56065,0.21105,0.56972,0.61229,0.49619,0.67861,0.53614,0.65957,0.51638,0.24216,0.74749,0.79985,0.7203,0.27572,0.19892,0.63869,1.03035,0.84391
"hsa-let-7c-3p",0.67242,0.78904,0.77259,1.03426,0.63145,0.28367,0.86531,0.54074,0.50614,1.29517,0.62754,0.70103,0.69366,1.27173,0.44032,0.37076,0.52309,0.21387,0.71302,0.65638,0.6159,0.50748,0.6707,0.62058,0.71455,0.96265,0.80225,0.45988,0.24809,1.04835,0.70208,0.97686,0.60243,1.62715,0.44311,1.1561,0.3626,1.30045,0.38955,1.02419,0.70857,0.11559,0.58381,0.35274,0.60369,0.5744,1.4058,1.34383,0.82582,1.30849,0.50757,1.43355,0.04118,0.75763,1.43918,1.13444,0.28545,0.86787,0.6872,0.49912,0.62071,0.47814,0.51037,0.683,0.44062,0.25906,0.89765,0.65633,1.79215,0.79679,0.70559,0.6426,0.53907,0.84305,0.57572,0.41734,1.00174,0.36559,0.48552,0.97179,1.04946,1.16215,0.80867,0.593,1.075,0.95107,0.3202,0.96039,0.84312,0.67962,1.3323,1.01544,0.6633,0.70692,0.73116,0.72424,0.43648,0.65663,0.76154,0.28192,0.49057,0.74129,0.19143,0.97938,1.21027,0.57455,0.51815,0.56394,0.9426,0.62128,0.59031,1.06231,0.90186,1.23748,0.54881,0.79174,0.98626,0.38923,0.08115,0.67622,0.53122,0.47481,0.45088,0.21793,0.20301,0.3443,0.41077,0.16811,-0.16934,1.3729,0.72093,0.40775,0.42593,0.34095,0.16032,0.46205,0.72493,0.3274,1.30088,1.03621,0.7327,1.10837,0.54844,1.03179,0.70143,0.18061,0.60231,0.36412,1.32296,1.08254,0.46985,0.73833,0.60197,1.69472,0.83878,0.24519,0.41704,0.17279,0.34433,0.73611,0.39122,0.23477,0.45948,0.3981,0.7552,0.71771,0.92522,0.30333,0.83505,0.48745,0.21489,0.94568,-0.09069,0.41966,0.26965,0.56684,0.45478,0.82338,0.02776,0.30187,0.42089,0.18278,0.90009,-0.13067,0.62998,0.63387,0.3797,0.58404,0.5346,0.27482,0.14186,0.01149,0.59386,1.23643,-0.06086,0.62498,0.83467,0.46956,1.03599,0.28546,0.12859,0.27737,0.69564,0.60484,0.5691,0.48954,0.74503,0.92072,-0.46857,-0.46602,1.34022,1.15455,-0.08359,0.80134,0.20963,0.827,1.07251,0.82148,0.80048,0.86736,0.3917,0.46438,1.19748,0.32806,0.5737,0.71065,0.1129,0.75575,0.83009,0.71564,0.27656,0.58848,0.8035,0.79638,0.48046
"hsa-miR-19a-5p",0.72007,0.41295,0.899,0.9218,0.6344,0.79566,0.5316,0.51758,1.09834,1.06644,0.608,1.28564,0.70618,0.64948,0.3738,0.65274,0.60594,0.47621,0.79673,1.32603,0.37594,0.84213,0.45927,0.65645,0.69139,0.28549,0.71696,0.44034,0.23324,0.78792,1.18557,1.27456,0.44919,1.75359,0.52119,1.42241,0.42319,1.05599,0.88584,1.32515,0.68783,-0.01663,0.83363,-0.13184,0.81813,0.46947,1.50747,1.12391,0.88838,1.04843,0.53944,1.31591,-0.09714,0.64073,1.07942,1.53927,0.56626,0.72599,0.93595,0.81757,0.31898,0.74804,0.61843,0.82686,0.41746,0.41803,0.76286,0.66138,2.31129,0.84718,0.73911,1.11799,0.51081,0.76856,0.50642,0.22945,0.84195,0.20497,0.44317,1.12977,0.95664,0.97858,1.19902,0.41629,0.60955,0.62053,0.66377,1.04377,0.97501,0.78915,0.96105,0.76004,1.26972,1.27714,0.36391,0.93503,0.57718,0.64574,0.76659,0.53421,0.13717,0.60297,0.7692,0.78143,0.88336,0.35432,0.3206,0.51856,0.69436,1.49009,0.93511,1.0851,0.79694,1.08875,0.41049,0.40688,0.78138,0.55563,0.19938,0.39427,0.56001,0.39822,0.1446,0.12265,0.31533,0.54292,0.70461,0.08528,-0.17896,0.66024,0.64313,0.36237,0.46219,0.81028,0.20434,0.42306,0.41196,0.55573,0.77132,0.49658,0.66413,0.59105,0.86508,0.87149,0.56515,0.88224,0.64995,0.79013,1.29516,1.31755,0.88762,0.55856,0.4225,1.00582,0.757,0.45895,0.70152,0.42703,0.57617,0.61415,0.49663,0.37737,0.38289,0.72127,1.30431,0.66409,0.69526,0.69153,0.89571,0.17335,0.41985,0.66339,-0.06427,0.33628,0.26965,0.84933,0.38742,0.00503,-0.16117,0.55936,0.55191,-0.02336,0.81288,0.0116,0.46045,0.92195,0.55773,0.30748,0.53575,0.42961,0.01512,-0.11009,0.52397,0.59111,-0.29236,0.23522,0.70359,0.54644,0.65931,0.20868,-0.13612,0.17556,0.99076,0.58531,1.08767,0.49248,0.46082,0.58495,-0.49173,-0.41232,1.13119,0.72126,-0.16664,0.81387,0.52444,0.89147,0.79481,0.8655,1.03317,0.43178,0.29535,0.54723,0.68048,0.67823,0.73342,1.01725,0.1581,0.28783,0.66979,0.79251,0.57836,0.25328,0.59294,0.62308,0.49661
"hsa-miR-216a-3p",0.67981,0.27434,0.89812,0.86693,0.35417,1.02006,0.83617,0.52352,0.4923,1.02043,0.42631,1.31917,0.94314,0.68423,0.34758,0.68749,0.54015,0.80415,0.54146,0.63916,1.10027,0.73324,0.22983,0.60336,0.32302,0.5351,0.76562,2.05493,0.30466,0.59352,0.99314,1.5754,0.4344,2.72446,0.53704,0.68358,0.57603,0.67322,0.66416,1.01012,1.6572,-0.09112,0.65767,0.07081,0.39521,0.79504,1.53657,0.66714,0.88539,1.24344,0.58119,1.36549,-0.152,0.81462,1.00757,1.20831,0.44036,0.38641,0.57013,0.39151,0.63918,0.59574,0.42765,0.66309,0.64084,0.91474,1.69382,0.25594,1.85768,0.62629,0.71298,0.70255,0.422,0.39114,0.61799,0.27811,0.50588,0.43294,0.59402,1.06398,0.99234,0.87811,1.11969,0.55895,1.107,0.47062,0.35494,1.00692,0.68105,0.6458,0.81688,0.58994,0.61179,0.72092,0.76591,0.96978,0.38468,0.44551,0.37167,0.55127,0.15039,0.82021,1.19009,0.5378,0.5153,0.51453,0.33381,0.37076,0.32824,0.62867,0.3647,0.75461,0.53527,1.31787,0.2956,0.83817,0.41426,0.50353,0.31926,0.54457,0.82897,1.2207,0.16408,0.53543,0.28341,0.36276,0.66533,0.68558,-0.16786,1.44676,0.87593,0.69237,0.41409,0.49072,0.22382,0.20705,0.24359,0.28835,0.90584,0.68743,0.62508,1.42895,0.88456,0.92417,0.76492,0.88466,0.02441,0.60052,1.31457,1.28687,0.45801,0.6568,0.44198,1.7716,0.81367,0.18014,0.52434,0.12742,0.4182,1.50182,0.25236,0.26269,0.59653,0.52515,0.69015,0.4242,0.55358,0.72507,0.4405,0.21876,0.09804,0.4104,0.02604,0.33949,0.26739,0.6947,0.38621,0.3963,-0.18968,0.52009,0.66358,-0.11789,0.44518,0.01072,0.38788,0.40948,0.59489,0.58036,0.92119,0.55659,-0.1123,0.05376,0.48325,0.64219,0.13905,0.59116,0.47791,1.16064,1.20373,0.9171,0.0639,0.31106,0.98955,0.27655,1.05104,0.46001,0.66984,1.46637,-0.3892,-0.2916,1.097,0.55314,0.09154,0.51885,0.43586,0.68023,0.90933,0.87144,0.67909,0.65202,0.67753,0.70841,1.08687,0.32956,0.6113,0.53286,0.55086,0.43652,0.69856,0.69903,0.39424,0.41114,0.90284,0.63629,0.51246
"hsa-miR-33a-3p",0.69391,0.21615,0.62277,0.71492,0.36849,0.95212,0.81467,0.41183,0.50791,0.59138,0.44582,1.48328,0.79768,0.68605,0.28939,0.54385,0.74616,0.44648,0.78685,0.78519,1.28864,0.46089,0.38582,0.78474,0.10995,1.00476,0.91569,0.70943,0.35213,0.71344,0.69991,0.89732,0.8575,1.49892,0.88843,0.75002,0.42561,0.75692,0.72876,0.31841,0.72439,0.19619,0.83604,0.23377,0.50245,0.62083,1.4438,0.91726,0.55613,0.70387,0.40309,1.19668,-0.27514,0.3817,1.45534,1.36515,0.34482,0.81861,0.97493,0.66095,0.80303,0.46812,0.63971,0.78843,0.64265,0.20842,1.33129,0.76753,1.87178,1.024,0.89987,1.03175,0.47068,0.69376,0.468,0.29085,0.54245,0.07692,0.38278,0.8747,0.66258,0.86602,0.70406,0.56863,1.26531,0.87327,0.29167,0.92838,0.92548,0.85593,0.98821,0.57785,1.28154,0.90956,0.36835,0.74858,0.58615,0.67245,0.20498,0.78383,0.34896,0.67125,1.23876,0.78563,0.4811,0.58513,0.42106,0.19142,0.67183,0.81595,0.32335,0.56727,0.69293,1.31655,0.3112,0.38585,1.22439,0.51293,0.06172,0.35584,0.54704,0.6947,0.47456,0.31267,0.27988,0.3864,0.99801,0.14737,-0.25194,0.36464,0.83034,0.60016,0.90237,0.95691,0.33493,0.84489,0.37183,0.88174,0.68902,0.61024,0.51291,0.7419,0.59679,0.43628,0.60837,1.2627,0.62379,0.82912,1.12343,0.93959,0.65158,0.61122,0.42492,1.55356,0.8546,0.35265,0.56176,0.27611,0.79917,0.73787,0.47198,0.06891,0.45566,1.21718,0.87961,0.55629,0.55965,0.25674,0.83531,0.42023,0.18362,1.27019,0.04037,0.1295,0.7434,0.82322,-0.02877,1.14448,-0.28842,0.59592,0.49302,0.08913,0.92158,0.0879,0.98346,0.30715,0.46364,0.38196,0.88193,0.28422,0.16335,0.21581,0.7601,0.87962,-0.06937,0.55641,0.63061,0.583,0.46238,0.33697,0.14441,0.7887,0.41824,0.91931,0.30688,0.04295,0.46082,1.07324,-0.42846,-0.19202,0.81781,0.88486,-0.08724,0.63692,0.13184,0.46753,0.58249,0.23007,0.47346,0.37289,0.27433,0.60195,0.88317,0.44936,0.50845,0.68991,0.46448,1.00888,0.40608,1.27076,0.56069,0.39408,0.64982,0.8028,0.70913
"hsa-miR-199b-3p",1.00337,0.59869,0.28184,0.73846,0.79863,0.89637,0.78751,1.23609,0.87425,0.76874,0.47987,0.86542,0.60172,0.69907,0.31283,0.31321,0.57268,0.52459,0.44225,0.8633,0.68779,0.60031,0.31359,0.61414,0.22703,0.00819,0.57241,0.72373,0.20437,0.92542,0.94518,1.24948,0.51815,1.75102,1.29305,0.9687,1.03965,0.48863,0.4184,0.99883,0.52093,-0.04438,1.06563,0.3068,0.58058,0.78352,1.6072,0.93257,1.25163,1.09681,0.53619,1.35612,0.13721,0.96668,1.34078,0.86984,0.58735,0.69823,0.29975,0.43825,1.26266,0.64795,0.58517,0.79696,0.60111,0.25188,1.78254,0.57853,2.12653,0.59154,0.51225,1.26935,0.65231,0.54542,0.65052,0.42034,0.5765,0.29702,0.57696,0.89001,0.75141,0.74518,0.88347,0.74796,1.03938,0.52418,0.71059,1.2044,0.77455,0.61874,0.77445,0.67576,0.64432,0.48697,0.6806,0.56386,0.55603,0.63589,0.59947,0.31514,0.34724,0.54785,0.94488,0.69851,1.05406,0.56811,0.61307,0.46679,0.48736,1.03313,0.69099,0.79571,0.71139,0.77846,0.68991,1.27677,0.73324,0.56308,0.21352,0.69117,0.50549,0.80973,0.16132,0.36543,0.06893,0.22825,0.97854,0.72145,-0.31276,0.32021,0.85388,0.1501,1.14205,0.89758,0.15619,0.29569,0.535,0.70637,0.63577,0.36265,0.48643,0.54921,0.8818,0.64519,0.76217,0.50876,0.59818,0.28022,1.16006,1.15394,0.52289,0.81521,0.41993,0.45697,0.82573,0.06373,0.69073,0.34154,0.86979,0.76132,0.65177,-0.06977,0.78764,0.42074,0.63607,0.48135,0.50492,0.51443,0.19936,0.22329,0.40906,0.66218,-0.17356,0.21656,0.76336,0.86605,0.373,0.85628,-0.28325,0.3664,0.52415,-0.28569,0.64136,0.01165,0.55218,0.62669,0.4977,0.57099,0.63655,0.42961,-0.09746,0.15499,0.64799,0.7898,-0.05091,0.62704,0.43818,0.77687,0.48234,0.12868,0.05729,0.34694,0.43127,0.8699,0.30688,0.25055,0.41026,0.4544,-0.5194,-0.15277,0.72766,0.72368,-0.20707,0.53795,0.58064,0.64996,0.94339,0.91751,0.8207,0.62175,0.8277,0.35973,0.62871,0.55109,0.63736,0.47705,0.44501,0.87599,0.7134,0.82462,0.30066,0.52868,0.96154,0.69136,0.6647
"hsa-miR-208a-5p",1.66465,0.48961,0.46665,0.99715,0.59105,0.35012,0.9753,0.56125,0.64763,1.38982,0.45452,1.1363,0.87845,0.85811,0.33283,0.42612,0.75474,1.23478,0.77047,0.79734,0.66168,0.6868,0.17509,0.65716,0.36991,0.5416,0.89913,0.45914,0.19668,0.73839,0.95839,1.20608,0.40584,1.42359,1.0751,0.86654,0.51007,0.93188,0.70321,0.5638,0.8717,0.15351,0.60901,0.25721,0.79622,0.48003,1.43664,0.65239,0.87442,0.39082,0.25788,1.0239,-0.30091,0.42962,1.42497,1.32073,0.30659,0.86128,0.97962,0.70269,1.09815,0.56591,0.45184,0.90124,0.61228,0.26575,1.30256,0.61977,1.88035,0.86905,0.49795,0.89722,0.5405,0.37211,0.83257,0.412,0.68967,0.35435,0.81578,1.03054,0.91503,0.88678,0.84007,0.17765,0.75141,0.49481,0.42864,0.66617,0.75818,0.45877,0.96214,0.39603,1.95278,0.54429,0.54216,0.55617,0.43114,0.48478,0.66737,0.53004,0.3808,0.67833,0.79759,0.74907,0.8541,0.55381,0.46958,0.36507,0.54469,1.04544,0.52174,0.93166,0.72256,0.89941,0.66584,0.79294,0.84112,0.24165,0.17012,0.69117,0.85187,0.38064,0.6067,0.29481,0.18829,0.6085,0.49846,0.32316,-0.11823,0.80015,0.84249,0.15629,0.15866,0.82958,0.20676,0.28735,0.76152,0.67857,0.70542,0.48262,0.34323,0.79922,0.45821,0.76232,0.93144,0.50065,0.49646,0.44665,1.15855,1.08593,0.57787,0.32343,0.62197,1.79573,0.87536,0.38228,0.49568,0.08495,0.41079,1.06548,0.66294,0.11386,0.23999,0.45429,0.85877,0.45198,0.71767,1.19115,0.32727,0.076,0.06552,0.68218,-0.13054,0.10372,0.36384,0.50751,0.18462,0.06236,-0.24402,0.66988,0.50009,0.03304,0.43763,0.31192,0.39082,0.26149,0.47738,0.25313,0.74443,0.27734,0.35535,-0.03676,1.14081,0.41691,-0.25111,0.5626,0.50178,0.66555,0.69935,0.46394,0.3656,0.24082,0.38787,0.64826,0.54836,0.27363,0.2342,0.84662,-0.45423,-0.25388,1.49312,0.91599,0.02582,0.68544,0.36723,0.5373,0.76555,0.8501,0.1246,0.61859,0.43691,0.58098,0.51393,0.9999,0.65676,0.48275,0.20176,0.5659,0.60924,0.56589,0.23265,0.64158,0.89197,0.41868,0.26878
"hsa-miR-128-1-5p",1.06188,0.32664,0.51134,0.76256,0.25917,0.80645,0.70121,0.78457,0.74126,0.54696,0.7961,1.3275,0.81339,0.76562,0.35752,0.2134,0.74192,0.14686,1.03282,1.01453,0.3405,0.4317,0.21378,0.79231,0.56633,0.1366,0.62816,0.70943,0.32497,1.13785,1.27505,1.4016,0.31335,3.22705,0.63747,0.76699,0.2848,0.92015,0.2614,1.09408,0.86249,0.23344,0.99254,0.62793,0.71852,0.3364,1.34645,0.12124,0.86161,1.15362,0.43883,1.75133,-0.00766,0.76842,1.27494,0.7255,0.24478,0.73468,0.35844,0.58734,0.63341,0.84456,0.45528,1.09048,0.80627,0.46272,1.51368,0.32756,1.89448,0.43147,0.37036,0.33929,0.52769,0.66896,0.644,0.27414,0.54895,0.32695,0.45241,0.68203,0.79555,0.84024,0.7482,0.49502,0.72318,0.62231,0.44656,0.88957,0.97017,0.87862,0.36845,0.3834,0.63887,0.53004,0.36408,0.68407,0.38989,0.52785,0.69453,0.18158,0.35034,0.60852,0.94986,0.46055,0.53234,0.83235,0.29595,0.03774,0.29125,0.8409,0.39656,1.13059,0.75944,0.57941,0.88588,1.19047,0.61599,0.36624,0.34634,0.73424,0.61728,0.86708,0.32851,0.3395,0.32296,0.22056,0.45364,0.19205,-0.18542,0.67103,0.77256,0.58799,0.68626,0.72517,0.06181,0.43175,0.61789,0.65422,1.00333,0.37842,0.4266,0.58621,0.66839,1.00791,0.71868,1.03668,0.01989,0.55428,1.25538,1.15941,0.57797,0.68443,0.64665,1.7716,0.38191,0.17437,0.61764,0.5991,0.38033,0.77211,0.46624,0.2571,0.19649,0.42384,0.65744,0.4538,0.47573,0.46259,1.25594,0.61687,0.33597,0.96864,0.03613,0.21453,0.58821,1.07173,0.16462,0.76229,-0.23323,0.3615,0.22508,0.02012,0.58952,-0.16812,0.37082,0.32255,0.15487,0.40315,0.39536,0.27482,0.29101,-0.01369,0.22746,1.13627,-0.24767,0.60055,0.40309,0.51725,0.58998,0.39401,0.02603,0.44168,0.39247,0.93268,0.09649,0.45374,0.47161,1.07099,-0.46605,-0.2296,0.70173,0.56041,0.36702,0.53444,0.47265,0.81275,0.99252,0.26481,1.04638,0.44047,0.68832,1.05251,0.90015,0.58148,0.84258,0.90522,0.07924,0.55971,0.94237,0.62163,0.38268,0.55268,1.08995,0.77338,0.53954
"hsa-miR-132-5p",1.63547,0.49577,0.44924,0.54484,1.22826,0.62229,0.9137,0.9355,1.05268,1.34,0.6068,0.91598,0.60172,0.9555,0.44811,0.36055,0.58346,1.11596,0.55318,0.82578,0.77567,0.47296,0.35901,0.73796,0.50478,0.29998,0.6303,0.66783,0.0284,0.62576,0.95839,1.15828,0.61449,3.10699,0.50257,1.11855,0.43767,0.70228,0.36881,1.30774,0.8101,0.21734,0.84811,0.1353,0.39521,0.61062,1.58898,0.69797,1.09235,0.76004,0.63254,1.09788,0.15042,1.03203,1.23673,0.89417,0.47512,1.3583,0.3651,0.70374,0.68852,0.69851,0.40038,0.79686,0.41988,0.13966,1.31313,0.8279,1.87435,0.54994,0.68169,0.86804,0.65729,0.52752,0.47643,0.28231,0.72871,0.41553,0.31049,0.9688,1.13893,0.981,1.26902,0.2664,0.6256,0.58509,0.56351,0.63352,0.69276,0.76825,0.63479,0.81289,1.57883,0.48697,0.52475,0.69758,0.30827,0.53764,0.40051,0.31814,0.26991,0.60053,0.42429,0.47678,0.55378,0.38398,0.51516,0.70289,0.58416,0.8409,0.6626,0.80649,0.49031,0.42265,0.56259,0.83817,0.56109,0.42886,0.10013,0.74402,0.86825,0.3868,0.34419,0.30688,0.34025,-0.01896,0.34459,0.35809,-0.17563,0.64282,0.60152,0.24854,0.15072,0.48051,0.37194,0.22869,0.41468,0.79256,0.68019,0.9455,0.40559,0.60189,0.58371,1.01608,0.92725,0.55483,0.41694,0.2767,1.4614,0.937,0.58975,0.65181,0.38331,0.53103,0.88362,0.65811,0.66234,0.36881,0.55876,0.71972,0.23201,0.10141,0.18853,0.73731,0.66921,0.59331,0.90448,0.64872,0.46933,0.21086,0.06857,0.95348,-0.01262,0.1201,0.72674,0.45018,0.0274,0.32681,-0.08483,0.0772,0.49905,-0.31928,0.3421,-0.02587,0.32922,0.42456,0.31445,0.39519,0.83093,0.14253,0.07429,0.09706,0.90743,0.80686,-0.10765,0.18182,0.50874,0.50483,1.03599,0.4701,0.429,0.50724,0.78459,0.5841,0.79989,0.4004,0.46082,0.50046,-0.50234,-0.24151,0.4702,1.10796,0.19017,0.73102,0.36246,0.48584,1.00124,0.75494,0.18399,0.22986,0.47728,0.63516,0.50371,0.34127,0.53415,0.6483,0.3247,0.88036,0.8466,0.89868,0.34333,0.37667,1.46721,0.65321,0.67677
