Accession,Technology
GPL19521,in situ oligonucleotide
GPL19604,high-throughput sequencing
GPL19605,high-throughput sequencing
GPL19607,in situ oligonucleotide
GPL19599,high-throughput sequencing
GPL19601,high-throughput sequencing
GPL19602,high-throughput sequencing
GPL19597,high-throughput sequencing
GPL18013,in situ oligonucleotide
GPL18057,in situ oligonucleotide
GPL17911,in situ oligonucleotide
GPL18436,in situ oligonucleotide
GPL18727,in situ oligonucleotide
GPL18750,in situ oligonucleotide
GPL18812,in situ oligonucleotide
GPL19072,in situ oligonucleotide
GPL19188,in situ oligonucleotide
GPL19295,spotted oligonucleotide
GPL19296,spotted oligonucleotide
GPL19410,RT-PCR
GPL13249,in situ oligonucleotide
GPL15698,spotted oligonucleotide
GPL16210,in situ oligonucleotide
GPL17588,in situ oligonucleotide
GPL18010,spotted oligonucleotide
GPL18128,in situ oligonucleotide
GPL18138,RT-PCR
GPL18428,other
GPL18429,in situ oligonucleotide
GPL18511,in situ oligonucleotide
GPL18587,spotted oligonucleotide
GPL18724,in situ oligonucleotide
GPL18894,spotted oligonucleotide
GPL18980,in situ oligonucleotide
GPL19115,in situ oligonucleotide
GPL19118,in situ oligonucleotide
GPL19594,high-throughput sequencing
GPL18161,in situ oligonucleotide
GPL18717,spotted oligonucleotide
GPL17177,in situ oligonucleotide
GPL17440,in situ oligonucleotide
GPL18733,in situ oligonucleotide
GPL19591,high-throughput sequencing
GPL19593,high-throughput sequencing
GPL18667,in situ oligonucleotide
GPL18070,in situ oligonucleotide
GPL18071,in situ oligonucleotide
GPL19328,spotted peptide or protein
GPL19451,spotted peptide or protein
GPL17086,in situ oligonucleotide
GPL17224,in situ oligonucleotide
GPL17505,in situ oligonucleotide
GPL19575,oligonucleotide beads
GPL19583,high-throughput sequencing
GPL19585,high-throughput sequencing
GPL19586,high-throughput sequencing
GPL19587,high-throughput sequencing
GPL19588,high-throughput sequencing
GPL19580,high-throughput sequencing
GPL19581,high-throughput sequencing
GPL18899,in situ oligonucleotide
GPL8866,spotted oligonucleotide
GPL8867,spotted oligonucleotide
GPL8868,spotted oligonucleotide
GPL8869,spotted oligonucleotide
GPL8870,spotted oligonucleotide
GPL15243,in situ oligonucleotide
GPL17270,in situ oligonucleotide
GPL19577,high-throughput sequencing
GPL19578,high-throughput sequencing
GPL19565,in situ oligonucleotide
GPL19572,in situ oligonucleotide
GPL19562,in situ oligonucleotide
GPL19570,in situ oligonucleotide
GPL19576,high-throughput sequencing
GPL18093,in situ oligonucleotide
GPL18096,in situ oligonucleotide
GPL19568,in situ oligonucleotide
GPL19569,high-throughput sequencing
GPL19573,high-throughput sequencing
GPL16998,spotted DNA/cDNA
GPL16999,spotted DNA/cDNA
GPL17000,spotted DNA/cDNA
GPL19566,in situ oligonucleotide
GPL19563,in situ oligonucleotide
GPL18703,in situ oligonucleotide
GPL19555,in situ oligonucleotide
GPL19557,in situ oligonucleotide
GPL18437,spotted DNA/cDNA
GPL19559,in situ oligonucleotide
GPL19560,high-throughput sequencing
GPL19545,spotted oligonucleotide
GPL19550,spotted DNA/cDNA
GPL19552,in situ oligonucleotide
GPL19541,in situ oligonucleotide
GPL19547,spotted oligonucleotide
GPL19551,high-throughput sequencing
GPL19534,spotted oligonucleotide
GPL19535,spotted oligonucleotide
GPL19542,in situ oligonucleotide
GPL19546,in situ oligonucleotide
GPL19548,high-throughput sequencing
GPL18630,in situ oligonucleotide
GPL19228,in situ oligonucleotide
GPL19514,in situ oligonucleotide
GPL19532,in situ oligonucleotide
GPL19533,high-throughput sequencing
GPL19536,high-throughput sequencing
GPL19519,in situ oligonucleotide
GPL19525,high-throughput sequencing
GPL19528,high-throughput sequencing
GPL19529,high-throughput sequencing
GPL19530,high-throughput sequencing
GPL19531,high-throughput sequencing
GPL19524,high-throughput sequencing
GPL18234,RT-PCR
GPL19506,in situ oligonucleotide
GPL19507,spotted oligonucleotide
GPL18981,in situ oligonucleotide
GPL19504,in situ oligonucleotide
GPL19505,high-throughput sequencing
GPL19508,high-throughput sequencing
GPL19509,high-throughput sequencing
GPL19510,high-throughput sequencing
GPL19511,high-throughput sequencing
GPL19512,high-throughput sequencing
GPL19513,high-throughput sequencing
GPL19515,in situ oligonucleotide
GPL17946,in situ oligonucleotide
GPL18468,in situ oligonucleotide
GPL18472,in situ oligonucleotide
GPL18805,in situ oligonucleotide
GPL19491,high-throughput sequencing
GPL19492,high-throughput sequencing
GPL19493,high-throughput sequencing
GPL19494,high-throughput sequencing
GPL19495,high-throughput sequencing
GPL19496,high-throughput sequencing
GPL19498,high-throughput sequencing
GPL19499,high-throughput sequencing
GPL19500,high-throughput sequencing
GPL19501,high-throughput sequencing
GPL19502,high-throughput sequencing
GPL19486,spotted oligonucleotide
GPL19487,high-throughput sequencing
GPL19488,high-throughput sequencing
GPL19489,high-throughput sequencing
GPL19477,high-throughput sequencing
GPL19478,high-throughput sequencing
GPL19480,in situ oligonucleotide
GPL19481,high-throughput sequencing
GPL19482,high-throughput sequencing
GPL19483,high-throughput sequencing
GPL19485,in situ oligonucleotide
GPL16051,in situ oligonucleotide
GPL17987,in situ oligonucleotide
GPL18026,spotted oligonucleotide
GPL18388,in situ oligonucleotide
GPL18664,in situ oligonucleotide
GPL18959,in situ oligonucleotide
GPL19017,spotted oligonucleotide
GPL19024,spotted oligonucleotide
GPL19134,RT-PCR
GPL19370,in situ oligonucleotide
GPL19412,in situ oligonucleotide
GPL19474,high-throughput sequencing
GPL19475,high-throughput sequencing
GPL19476,high-throughput sequencing
GPL10905,in situ oligonucleotide
GPL18124,spotted oligonucleotide
GPL18415,in situ oligonucleotide
GPL19289,in situ oligonucleotide
GPL19389,in situ oligonucleotide
GPL19471,spotted DNA/cDNA
GPL19473,RT-PCR
GPL19141,RT-PCR
GPL19466,spotted DNA/cDNA
GPL18809,oligonucleotide beads
GPL19458,in situ oligonucleotide
GPL19461,in situ oligonucleotide
GPL19462,oligonucleotide beads
GPL19467,high-throughput sequencing
GPL19468,high-throughput sequencing
GPL19470,high-throughput sequencing
GPL19448,in situ oligonucleotide
GPL19455,in situ oligonucleotide
GPL19463,high-throughput sequencing
GPL19464,high-throughput sequencing
GPL17978,other
GPL17979,other
GPL17980,other
GPL17981,other
GPL18002,other
GPL18014,other
GPL18023,other
GPL19305,in situ oligonucleotide
GPL18725,in situ oligonucleotide
GPL18771,in situ oligonucleotide
GPL17516,in situ oligonucleotide
GPL19453,in situ oligonucleotide
GPL19454,high-throughput sequencing
GPL18393,in situ oligonucleotide
GPL16361,in situ oligonucleotide
GPL19384,in situ oligonucleotide
GPL19433,in situ oligonucleotide
GPL19442,high-throughput sequencing
GPL19443,high-throughput sequencing
GPL19447,high-throughput sequencing
GPL19430,high-throughput sequencing
GPL19431,high-throughput sequencing
GPL19432,high-throughput sequencing
GPL19434,high-throughput sequencing
GPL17988,in situ oligonucleotide
GPL19419,high-throughput sequencing
GPL19422,high-throughput sequencing
GPL19423,high-throughput sequencing
GPL19424,high-throughput sequencing
GPL19425,high-throughput sequencing
GPL19426,high-throughput sequencing
GPL19428,high-throughput sequencing
GPL19413,other
GPL17616,in situ oligonucleotide
GPL19411,antibody
GPL19415,high-throughput sequencing
GPL19416,high-throughput sequencing
GPL19405,spotted oligonucleotide
GPL19407,spotted oligonucleotide
GPL19409,high-throughput sequencing
GPL19404,in situ oligonucleotide
GPL18443,in situ oligonucleotide
GPL19210,in situ oligonucleotide
GPL19399,high-throughput sequencing
GPL19400,high-throughput sequencing
GPL18315,in situ oligonucleotide
GPL19392,high-throughput sequencing
GPL19393,in situ oligonucleotide
GPL19396,high-throughput sequencing
GPL19397,high-throughput sequencing
GPL17207,in situ oligonucleotide
GPL19385,spotted oligonucleotide
GPL19386,spotted DNA/cDNA
GPL18284,in situ oligonucleotide
GPL19383,in situ oligonucleotide
GPL19387,in situ oligonucleotide
GPL18422,spotted oligonucleotide
GPL18767,in situ oligonucleotide
GPL19244,in situ oligonucleotide
GPL19378,high-throughput sequencing
GPL19379,high-throughput sequencing
GPL19380,high-throughput sequencing
GPL19381,high-throughput sequencing
GPL17881,in situ oligonucleotide
GPL18142,in situ oligonucleotide
GPL19022,spotted oligonucleotide
GPL19116,in situ oligonucleotide
GPL19245,RT-PCR
GPL19260,in situ oligonucleotide
GPL19325,in situ oligonucleotide
GPL19375,in situ oligonucleotide
GPL19376,in situ oligonucleotide
GPL18631,spotted DNA/cDNA
GPL18642,spotted DNA/cDNA
GPL18857,in situ oligonucleotide
GPL18060,in situ oligonucleotide
GPL19366,spotted oligonucleotide
GPL19369,spotted DNA/cDNA
GPL19371,in situ oligonucleotide
GPL19364,high-throughput sequencing
GPL19365,high-throughput sequencing
GPL19367,high-throughput sequencing
GPL19123,in situ oligonucleotide
GPL19360,spotted oligonucleotide
GPL19363,high-throughput sequencing
GPL17198,in situ oligonucleotide
GPL15770,spotted DNA/cDNA
GPL19358,in situ oligonucleotide
GPL19359,high-throughput sequencing
GPL17829,in situ oligonucleotide
GPL19331,in situ oligonucleotide
GPL19332,in situ oligonucleotide
GPL19333,in situ oligonucleotide
GPL19334,in situ oligonucleotide
GPL19335,in situ oligonucleotide
GPL19336,in situ oligonucleotide
GPL19337,in situ oligonucleotide
GPL19338,in situ oligonucleotide
GPL19339,in situ oligonucleotide
GPL19340,in situ oligonucleotide
GPL19342,in situ oligonucleotide
GPL19343,in situ oligonucleotide
GPL19344,in situ oligonucleotide
GPL19345,in situ oligonucleotide
GPL19346,in situ oligonucleotide
GPL19347,in situ oligonucleotide
GPL19348,in situ oligonucleotide
GPL19349,in situ oligonucleotide
GPL19350,in situ oligonucleotide
GPL19341,in situ oligonucleotide
GPL19353,high-throughput sequencing
GPL19354,high-throughput sequencing
GPL19355,high-throughput sequencing
GPL19327,RT-PCR
GPL19330,spotted oligonucleotide
GPL19352,high-throughput sequencing
GPL19316,spotted oligonucleotide
GPL19322,spotted oligonucleotide
GPL19323,spotted oligonucleotide
GPL19324,in situ oligonucleotide
GPL19329,high-throughput sequencing
GPL19314,RT-PCR
GPL19321,high-throughput sequencing
GPL17882,spotted oligonucleotide
GPL17976,in situ oligonucleotide
GPL19313,high-throughput sequencing
GPL19315,high-throughput sequencing
GPL19307,RT-PCR
GPL19312,high-throughput sequencing
GPL19273,spotted peptide or protein
GPL19301,in situ oligonucleotide
GPL19303,in situ oligonucleotide
GPL19304,in situ oligonucleotide
GPL19306,in situ oligonucleotide
GPL19309,in situ oligonucleotide
GPL19293,in situ oligonucleotide
GPL19298,spotted oligonucleotide
GPL18965,oligonucleotide beads
GPL19263,in situ oligonucleotide
GPL19288,in situ oligonucleotide
GPL19290,high-throughput sequencing
GPL17542,in situ oligonucleotide
GPL18855,in situ oligonucleotide
GPL19286,in situ oligonucleotide
GPL19283,in situ oligonucleotide
GPL19284,high-throughput sequencing
GPL19287,high-throughput sequencing
GPL19277,high-throughput sequencing
GPL19278,high-throughput sequencing
GPL19279,high-throughput sequencing
GPL19280,high-throughput sequencing
GPL19281,high-throughput sequencing
GPL19282,high-throughput sequencing
GPL19275,high-throughput sequencing
GPL19276,high-throughput sequencing
GPL19266,spotted oligonucleotide
GPL19267,in situ oligonucleotide
GPL19269,high-throughput sequencing
GPL19270,high-throughput sequencing
GPL19271,in situ oligonucleotide
GPL19272,high-throughput sequencing
GPL19264,in situ oligonucleotide
GPL19265,high-throughput sequencing
GPL19268,high-throughput sequencing
GPL19258,spotted DNA/cDNA
GPL19262,high-throughput sequencing
GPL18860,spotted DNA/cDNA
GPL18971,RT-PCR
GPL19254,in situ oligonucleotide
GPL19259,in situ oligonucleotide
GPL17786,in situ oligonucleotide
GPL17855,in situ oligonucleotide
GPL18299,spotted DNA/cDNA
GPL18643,oligonucleotide beads
GPL18933,in situ oligonucleotide
GPL18954,in situ oligonucleotide
GPL19166,in situ oligonucleotide
GPL19167,in situ oligonucleotide
GPL19250,oligonucleotide beads
GPL19252,in situ oligonucleotide
GPL19255,high-throughput sequencing
GPL19257,high-throughput sequencing
GPL16020,RT-PCR
GPL18562,in situ oligonucleotide
GPL18681,in situ oligonucleotide
GPL18711,in situ oligonucleotide
GPL18967,in situ oligonucleotide
GPL19142,in situ oligonucleotide
GPL19223,other
GPL19239,in situ oligonucleotide
GPL19240,in situ oligonucleotide
GPL19242,RT-PCR
GPL19243,spotted oligonucleotide
GPL19251,in situ oligonucleotide
GPL19253,high-throughput sequencing
GPL18706,in situ oligonucleotide
GPL17866,in situ oligonucleotide
GPL19238,in situ oligonucleotide
GPL19246,high-throughput sequencing
GPL19247,high-throughput sequencing
GPL19248,high-throughput sequencing
GPL19249,high-throughput sequencing
GPL18152,in situ oligonucleotide
GPL19235,RT-PCR
GPL19236,in situ oligonucleotide
GPL19219,in situ oligonucleotide
GPL19221,spotted oligonucleotide
GPL19222,in situ oligonucleotide
GPL19230,in situ oligonucleotide
GPL19231,high-throughput sequencing
GPL19224,high-throughput sequencing
GPL19226,high-throughput sequencing
GPL19227,high-throughput sequencing
GPL19204,in situ oligonucleotide
GPL18789,in situ oligonucleotide
GPL19215,high-throughput sequencing
GPL19216,high-throughput sequencing
GPL19213,in situ oligonucleotide
GPL19211,in situ oligonucleotide
GPL19212,high-throughput sequencing
GPL19196,spotted oligonucleotide
GPL19200,in situ oligonucleotide
GPL19201,in situ oligonucleotide
GPL19209,spotted peptide or protein
GPL19197,in situ oligonucleotide
GPL19203,high-throughput sequencing
GPL19205,high-throughput sequencing
GPL19206,high-throughput sequencing
GPL19207,high-throughput sequencing
GPL18948,in situ oligonucleotide
GPL19192,in situ oligonucleotide
GPL19198,in situ oligonucleotide
GPL19170,in situ oligonucleotide
GPL19194,in situ oligonucleotide
GPL17789,spotted oligonucleotide
GPL19187,in situ oligonucleotide
GPL19189,high-throughput sequencing
GPL19190,high-throughput sequencing
GPL19191,high-throughput sequencing
GPL19181,in situ oligonucleotide
GPL19182,spotted oligonucleotide
GPL19184,in situ oligonucleotide
GPL19185,high-throughput sequencing
GPL19186,high-throughput sequencing
GPL17670,in situ oligonucleotide
GPL19171,in situ oligonucleotide
GPL19178,in situ oligonucleotide
GPL19179,high-throughput sequencing
GPL19180,in situ oligonucleotide
GPL18537,in situ oligonucleotide
GPL18700,in situ oligonucleotide
GPL19162,RT-PCR
GPL19163,in situ oligonucleotide
GPL19172,high-throughput sequencing
GPL19173,high-throughput sequencing
GPL19174,high-throughput sequencing
GPL19175,high-throughput sequencing
GPL19176,high-throughput sequencing
GPL19177,in situ oligonucleotide
GPL18675,in situ oligonucleotide
GPL19164,high-throughput sequencing
GPL19165,spotted oligonucleotide
GPL19168,high-throughput sequencing
GPL19146,in situ oligonucleotide
GPL19157,in situ oligonucleotide
GPL19160,high-throughput sequencing
GPL19153,spotted oligonucleotide
GPL19156,high-throughput sequencing
GPL19151,high-throughput sequencing
GPL19152,spotted oligonucleotide
GPL19155,high-throughput sequencing
GPL17153,in situ oligonucleotide
GPL19127,in situ oligonucleotide
GPL19143,in situ oligonucleotide
GPL19144,in situ oligonucleotide
GPL19145,in situ oligonucleotide
GPL19148,high-throughput sequencing
GPL19149,high-throughput sequencing
GPL19150,high-throughput sequencing
GPL17611,spotted oligonucleotide
GPL17736,in situ oligonucleotide
GPL18045,in situ oligonucleotide
GPL18129,spotted oligonucleotide
GPL18188,in situ oligonucleotide
GPL18213,in situ oligonucleotide
GPL18375,in situ oligonucleotide
GPL18410,other
GPL18435,in situ oligonucleotide
GPL18817,in situ oligonucleotide
GPL18888,RT-PCR
GPL19012,RT-PCR
GPL17983,in situ oligonucleotide
GPL19009,in situ oligonucleotide
